Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"556524000";"1564200";"3298";"2911.0";""
"557429000";"1564200";"3298";"2915.5";""
"558263000";"1564200";"3297";"2920.0";""
"559102000";"1564200";"3297";"2924.5";""
"559936000";"1564200";"3297";"2929.1";""
"561020000";"1564200";"3298";"2934.4";""
"561920000";"1564200";"3298";"2938.9";""
"562754000";"1585700";"3298";"2943.4";""
"563587000";"1585700";"3298";"2948.0";""
"564421000";"1585700";"3298";"2952.5";""
"565496000";"1585700";"3298";"2957.4";""
"566402000";"1585700";"3297";"2961.9";""
"567236000";"1585700";"3297";"2966.5";""
"568070000";"1585700";"3297";"2971.0";""
"568909000";"1585700";"3297";"2975.5";""
"569992000";"1585700";"3297";"2980.8";""
"570892000";"1585700";"3297";"2985.3";""
"571726000";"1585700";"3297";"2989.9";""
