Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"545828000";"2093200";"3296";"3981.6";""
"546959000";"2093200";"3296";"3990.7";""
"548092000";"2093200";"3296";"3999.4";""
"549225000";"2093200";"3296";"4008.5";""
"550298000";"2093200";"3296";"4013.8";""
"551497000";"2093200";"3296";"4022.5";""
"552630000";"2226800";"3296";"4031.6";""
"553767000";"2226800";"3296";"4040.6";""
"554900000";"2226800";"3296";"4049.4";""
"555978000";"2226800";"3296";"4054.6";""
"557175000";"2226800";"3296";"4063.7";""
"558307000";"2226800";"3296";"4072.8";""
"559440000";"2224100";"3296";"4081.5";""
"560573000";"2224100";"3296";"4090.6";""
"561646000";"2224100";"3296";"4095.5";""
"562845000";"2224100";"3296";"4104.6";""
"563983000";"2224100";"3296";"4113.7";""
"565116000";"2224100";"3296";"4122.4";""
"566248000";"2207800";"3296";"4131.1";""
"567321000";"2207800";"3296";"4136.4";""
"568519000";"2207800";"3296";"4145.5";""
"569651000";"2207800";"3296";"4154.2";""
"570783000";"2207800";"3296";"4163.3";""
"571916000";"2207800";"3296";"4172.0";""
"572990000";"2207800";"3296";"4177.3";""
"574194000";"2107700";"3296";"4186.4";""
"575327000";"2107700";"3296";"4195.5";""
"576459000";"2107700";"3296";"4204.2";""
"577592000";"2107700";"3296";"4213.3";""
"578666000";"2107700";"3296";"4218.6";""
"579863000";"2107700";"3296";"4227.3";""
"580995000";"2227100";"3296";"4236.4";""
"582128000";"2227100";"3296";"4245.5";""
"583267000";"2227100";"3296";"4254.2";""
"584339000";"2227100";"3296";"4259.5";""
"585537000";"2227100";"3296";"4268.2";""
"586670000";"2227100";"3296";"4277.3";""
"587802000";"2208400";"3296";"4286.0";""
"588935000";"2208400";"3296";"4295.1";""
"590008000";"2208400";"3296";"4300.4";""
"591204000";"2208400";"3296";"4309.1";""
"592338000";"2208400";"3296";"4318.2";""
"593476000";"2208400";"3296";"4327.3";""
"594609000";"2225200";"3296";"4336.0";""
"595682000";"2225200";"3296";"4341.3";""
"596879000";"2225200";"3296";"4350.4";""
"598018000";"2225200";"3296";"4359.4";""
"599149000";"2225200";"3296";"4368.5";""
"600282000";"2225200";"3296";"4377.2";""
"601355000";"2225200";"3296";"4382.5";""
"602552000";"2166400";"3296";"4392.8";""
"603690000";"2166400";"3296";"4401.9";""
