Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"184749000";"484800";"3297";"298.5"
"184962000";"484800";"3297";"298.8"
"185175000";"484800";"3297";"299.2"
"185386000";"484800";"3297";"299.2"
"185802000";"484800";"3297";"299.9"
"186081000";"484800";"3297";"300.3"
"186294000";"484800";"3297";"300.7"
"186507000";"484800";"3297";"301.0"
"186720000";"484800";"3297";"301.4"
"187130000";"484800";"3297";"302.1"
"187408000";"484800";"3297";"302.5"
"187621000";"484800";"3297";"302.9"
"187834000";"484800";"3297";"303.2"
"188047000";"484800";"3297";"303.6"
"188457000";"484800";"3297";"304.4"
"188736000";"484800";"3297";"304.7"
"188949000";"484800";"3297";"305.1"
"189161000";"484800";"3297";"305.5"
"189373000";"484800";"3297";"305.8"
"189782000";"484800";"3297";"306.6"
"190060000";"484800";"3297";"306.9"
"190272000";"484800";"3297";"307.3"
"190485000";"484800";"3297";"307.7"
"190697000";"484800";"3297";"308.0"
"191108000";"484800";"3297";"308.4"
"191386000";"484800";"3297";"309.1"
"191599000";"484800";"3297";"309.5"
"191811000";"484800";"3297";"309.5"
"192023000";"484800";"3297";"309.9"
"192433000";"484800";"3296";"310.6"
"192712000";"484800";"3296";"311.0"
"192924000";"484800";"3296";"311.3"
"193136000";"484800";"3296";"311.7"
"193349000";"484800";"3296";"312.1"
"193759000";"484800";"3296";"312.8"
"194037000";"484800";"3296";"313.2"
"194250000";"484800";"3296";"313.5"
"194463000";"484800";"3296";"313.9"
"194675000";"484800";"3296";"314.3"
"195086000";"484800";"3296";"315.0"
