Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"76971000";"479500";"3296";"122.5"
"77249000";"479500";"3296";"123.3"
"77461000";"479500";"3296";"123.7"
"77674000";"479500";"3296";"124.0"
"77888000";"479500";"3296";"124.4"
"78297000";"479500";"3296";"125.5"
"78576000";"479500";"3296";"125.9"
"78787000";"479500";"3296";"126.3"
"79001000";"479500";"3296";"126.6"
"79214000";"479500";"3296";"127.4"
"79624000";"479500";"3296";"128.1"
"79901000";"479500";"3296";"128.5"
"80114000";"479500";"3296";"128.9"
"80327000";"479500";"3296";"129.6"
"80540000";"479500";"3296";"130.0"
"80942000";"479500";"3296";"130.8"
"81228000";"479500";"3296";"131.5"
"81441000";"479500";"3297";"131.9"
"81653000";"479500";"3297";"132.2"
"81865000";"479500";"3297";"132.6"
"82274000";"479500";"3297";"133.4"
"82553000";"479500";"3297";"134.1"
"82765000";"479500";"3297";"134.5"
"82977000";"479500";"3297";"134.9"
"83189000";"479500";"3296";"135.2"
"83600000";"479500";"3296";"136.0"
"83877000";"479500";"3296";"136.7"
"84089000";"479500";"3296";"137.1"
"84302000";"479500";"3296";"137.5"
"84515000";"479500";"3296";"137.8"
"84925000";"479500";"3296";"139.0"
"85203000";"479500";"3296";"139.3"
"85415000";"479500";"3296";"139.7"
"85633000";"479500";"3296";"140.1"
"85845000";"479500";"3296";"140.8"
"86256000";"479500";"3296";"141.6"
"86533000";"479500";"3296";"142.3"
"86746000";"479500";"3296";"142.7"
"86958000";"479500";"3297";"143.1"
"87170000";"479500";"3296";"143.4"
"87580000";"479500";"3296";"143.8"
"87859000";"479500";"3296";"144.2"
"88071000";"479500";"3296";"144.2"
"88284000";"479500";"3296";"144.5"
"88497000";"479500";"3296";"144.5"
"88906000";"479500";"3296";"145.3"
"89184000";"479500";"3296";"145.3"
"89397000";"479500";"3296";"145.6"
"89610000";"479500";"3296";"146.0"
"89822000";"479500";"3296";"146.0"
"90236000";"479500";"3296";"146.3"
"90515000";"479500";"3296";"146.7"
"90727000";"479500";"3296";"147.1"
"90940000";"479500";"3296";"147.1"
"91153000";"479500";"3296";"147.4"
"91562000";"479500";"3296";"147.8"
"91839000";"485200";"3296";"148.2"
"92052000";"485200";"3296";"148.2"
"92265000";"485200";"3296";"148.5"
"92477000";"485200";"3296";"148.5"
"92887000";"485200";"3296";"149.3"
"93166000";"485200";"3296";"149.3"
"93378000";"485200";"3296";"149.6"
"93591000";"485200";"3296";"149.6"
"93803000";"485200";"3296";"150.0"
"94213000";"485200";"3296";"150.3"
"94490000";"485200";"3296";"150.7"
"94703000";"485200";"3296";"151.1"
"94916000";"485200";"3296";"151.1"
"95128000";"485200";"3296";"151.4"
"95538000";"485200";"3296";"151.8"
"95821000";"485200";"3296";"152.2"
"96033000";"485200";"3296";"152.6"
"96246000";"485200";"3296";"152.9"
"96459000";"485200";"3296";"153.3"
"96869000";"485200";"3296";"154.4"
"97148000";"485200";"3296";"154.8"
"97360000";"485200";"3296";"155.2"
"97573000";"485200";"3296";"155.9"
"97785000";"485200";"3296";"156.3"
"98195000";"485200";"3296";"157.0"
"98473000";"485200";"3296";"157.4"
"98686000";"485200";"3296";"158.2"
"98899000";"485200";"3296";"158.5"
"99112000";"485200";"3296";"158.9"
"99521000";"485200";"3296";"159.6"
"99800000";"485200";"3296";"160.4"
"100012000";"485200";"3296";"160.8"
"100224000";"485200";"3296";"161.1"
"100436000";"485200";"3296";"161.5"
"100846000";"485200";"3296";"162.2"
"101124000";"485200";"3296";"163.0"
"101337000";"485200";"3296";"163.4"
"101550000";"485200";"3296";"163.7"
"101762000";"485200";"3296";"164.1"
"102172000";"485200";"3296";"165.2"
"102449000";"485200";"3296";"165.6"
"102662000";"485200";"3296";"166.0"
"102874000";"485200";"3296";"166.4"
"103086000";"485200";"3296";"167.1"
"103496000";"485200";"3296";"167.8"
"103774000";"485200";"3296";"168.2"
"103987000";"485200";"3296";"169.0"
"104199000";"485200";"3296";"169.3"
"104411000";"485200";"3296";"169.7"
"104821000";"485200";"3296";"170.5"
"105099000";"485200";"3296";"171.2"
"105312000";"485200";"3296";"171.6"
"105523000";"485200";"3296";"172.0"
"105741000";"485200";"3296";"172.3"
"106217000";"485200";"3296";"173.4"
"106430000";"485200";"3296";"173.8"
"106642000";"485200";"3296";"174.2"
"106854000";"485200";"3295";"174.6"
"107067000";"485200";"3296";"175.3"
"107477000";"485200";"3296";"176.1"
"107755000";"485200";"3296";"176.4"
"107968000";"485200";"3296";"177.2"
"108179000";"485200";"3296";"177.6"
"108393000";"485200";"3296";"177.9"
"108868000";"485200";"3296";"178.7"
"109081000";"485200";"3296";"179.4"
"109294000";"485200";"3296";"179.8"
"109506000";"485200";"3296";"180.2"
"109719000";"485200";"3296";"180.5"
"110129000";"485200";"3296";"181.7"
"110407000";"485200";"3296";"182.0"
"110620000";"485200";"3296";"182.4"
"110833000";"485200";"3296";"182.8"
"111045000";"485200";"3296";"183.1"
"111521000";"485200";"3296";"184.3"
"111733000";"485200";"3296";"184.6"
"111946000";"485200";"3296";"185.4"
"112158000";"485200";"3296";"185.8"
"112371000";"485200";"3296";"186.1"
"112846000";"485200";"3296";"187.3"
"113059000";"485200";"3296";"187.6"
"113271000";"485200";"3296";"188.0"
"113484000";"485200";"3296";"188.4"
"113696000";"485200";"3296";"188.4"
"114105000";"485200";"3296";"189.1"
