Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"112804000";"599400";"3296";"226.5"
"113083000";"599400";"3296";"227.2"
"113296000";"599400";"3296";"227.6"
"113509000";"599400";"3296";"228.0"
"113721000";"599400";"3296";"228.3"
"114131000";"599400";"3296";"229.1"
"114408000";"599400";"3296";"229.8"
"114621000";"599400";"3296";"230.2"
"114835000";"599400";"3296";"230.6"
"115047000";"599400";"3296";"230.9"
"115457000";"599400";"3296";"231.7"
"115734000";"599400";"3296";"232.4"
"115947000";"599400";"3295";"232.8"
"116160000";"599400";"3295";"233.1"
"116372000";"599400";"3295";"233.5"
"116782000";"599400";"3295";"234.2"
"117061000";"599400";"3295";"235.0"
"117273000";"599400";"3295";"235.4"
"117485000";"599400";"3295";"235.7"
"117698000";"599400";"3295";"236.1"
"118108000";"599400";"3295";"236.8"
"118386000";"599400";"3296";"237.6"
"118598000";"599400";"3296";"237.9"
"118810000";"599400";"3295";"238.3"
"119029000";"599400";"3296";"238.7"
"119439000";"599400";"3296";"239.8"
"119716000";"599400";"3296";"240.2"
"119928000";"599400";"3296";"240.5"
"120140000";"599400";"3296";"240.9"
"120353000";"599400";"3296";"241.3"
"120827000";"599400";"3296";"242.4"
"121040000";"599400";"3296";"242.7"
"121253000";"599400";"3296";"243.1"
"121465000";"599400";"3296";"243.5"
"121678000";"599400";"3296";"244.2"
"122088000";"599400";"3296";"244.9"
"122366000";"599400";"3296";"245.3"
"122579000";"599400";"3296";"245.7"
"122792000";"599400";"3296";"246.4"
"123004000";"599400";"3296";"246.8"
"123414000";"601100";"3296";"247.5"
"123692000";"601100";"3296";"247.9"
"123905000";"601100";"3296";"248.6"
"124117000";"601100";"3296";"249.0"
"124330000";"601100";"3296";"249.4"
"124741000";"601100";"3296";"250.1"
"125018000";"601100";"3296";"250.9"
"125231000";"601100";"3296";"251.2"
"125443000";"601100";"3296";"251.6"
"125656000";"601100";"3296";"252.0"
"126066000";"601100";"3296";"252.7"
"126344000";"601100";"3296";"253.4"
"126557000";"601100";"3296";"253.8"
"126769000";"601100";"3296";"254.2"
"126982000";"601100";"3296";"254.5"
"127391000";"601100";"3296";"255.3"
"127670000";"601100";"3296";"256.0"
"127882000";"601100";"3296";"256.4"
"128095000";"601100";"3296";"256.8"
"128309000";"601100";"3296";"257.1"
"128718000";"601100";"3296";"258.2"
"129002000";"601100";"3296";"258.6"
"129215000";"601100";"3296";"259.0"
"129427000";"601100";"3296";"259.3"
"129640000";"601100";"3296";"260.1"
"130049000";"601100";"3296";"260.8"
"130327000";"601100";"3296";"261.2"
"130540000";"601100";"3296";"261.5"
"130753000";"601100";"3296";"262.3"
"130966000";"601100";"3296";"262.7"
"131441000";"601100";"3296";"263.4"
"131654000";"601100";"3296";"263.8"
"131868000";"601100";"3296";"264.1"
"132079000";"601100";"3296";"264.9"
"132291000";"601100";"3296";"265.2"
"132701000";"601100";"3296";"266.0"
"133001000";"601100";"3296";"266.7"
"133213000";"601100";"3296";"267.1"
"133425000";"601100";"3296";"267.5"
"133638000";"601100";"3296";"267.8"
"134048000";"601100";"3296";"268.6"
"134327000";"601100";"3296";"269.3"
"134539000";"601100";"3296";"269.7"
"134751000";"601100";"3296";"270.0"
"134963000";"601100";"3296";"270.4"
"135373000";"601100";"3296";"271.1"
"135651000";"601100";"3296";"271.9"
"135864000";"601100";"3296";"272.3"
"136076000";"601100";"3296";"272.6"
"136289000";"601100";"3296";"273.0"
"136699000";"601100";"3296";"273.7"
"136977000";"601100";"3296";"274.5"
"137189000";"601100";"3295";"274.8"
"137402000";"601100";"3295";"275.2"
"137614000";"601100";"3295";"275.6"
"138017000";"601100";"3295";"276.3"
"138302000";"601100";"3295";"277.0"
"138515000";"601100";"3295";"277.4"
"138728000";"601100";"3295";"277.8"
"138947000";"601100";"3295";"278.2"
"139356000";"601100";"3295";"279.3"
"139634000";"601100";"3295";"279.6"
"139846000";"601100";"3295";"280.0"
"140059000";"601100";"3294";"280.4"
"140272000";"601100";"3295";"280.7"
"140681000";"601100";"3295";"281.8"
"140959000";"601100";"3295";"282.2"
"141171000";"601100";"3295";"282.6"
"141384000";"601100";"3295";"282.9"
"141596000";"601100";"3295";"283.7"
"142006000";"601100";"3295";"284.4"
"142284000";"601100";"3295";"284.8"
"142497000";"601100";"3295";"285.2"
"142710000";"601100";"3295";"285.9"
"142922000";"601100";"3295";"286.3"
"143332000";"601100";"3295";"287.0"
"143609000";"601100";"3295";"287.4"
"143821000";"601100";"3296";"288.1"
"144035000";"601100";"3296";"288.5"
"144246000";"601100";"3296";"288.9"
"144656000";"601100";"3296";"289.6"
"144934000";"601100";"3296";"290.3"
"145146000";"601100";"3296";"290.7"
"145359000";"601100";"3296";"291.1"
"145571000";"601100";"3296";"291.4"
"145981000";"601100";"3295";"292.2"
"146259000";"601100";"3295";"292.9"
"146472000";"601100";"3295";"293.3"
"146684000";"601100";"3295";"293.7"
"146897000";"601100";"3295";"294.0"
"147307000";"601100";"3296";"294.8"
"147585000";"601100";"3296";"295.5"
"147797000";"601100";"3296";"295.9"
"148010000";"601100";"3295";"296.2"
"148223000";"601100";"3296";"296.6"
"148633000";"603000";"3296";"297.7"
