Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"607466000";"2105300";"3297";"4416.9";""
"608666000";"2105300";"3297";"4425.6";""
"609799000";"2206500";"3297";"4434.7";""
"610933000";"2206500";"3297";"4443.4";""
"612066000";"2206500";"3297";"4452.5";""
"613141000";"2206500";"3297";"4457.4";""
"614340000";"2206500";"3297";"4466.5";""
"615479000";"2206500";"3297";"4475.6";""
"616612000";"2206300";"3297";"4484.3";""
"617746000";"2206300";"3297";"4493.4";""
"618821000";"2206300";"3297";"4498.7";""
"620019000";"2206300";"3297";"4507.8";""
"621152000";"2206300";"3297";"4516.5";""
"622284000";"2206300";"3297";"4525.6";""
"623417000";"2225800";"3297";"4534.3";""
"624491000";"2225800";"3297";"4539.6";""
"625695000";"2225800";"3297";"4548.3";""
"626828000";"2225800";"3297";"4557.4";""
"627962000";"2225800";"3297";"4566.1";""
"629096000";"2225800";"3297";"4575.2";""
"630170000";"2225800";"3297";"4580.1";""
"631369000";"2091500";"3297";"4589.2";""
"632502000";"2091500";"3297";"4598.3";""
"633636000";"2091500";"3297";"4607.0";""
"634769000";"2091500";"3297";"4616.1";""
"635849000";"2091500";"3297";"4621.0";""
"637048000";"2091500";"3297";"4630.1";""
"638181000";"2223500";"3297";"4639.2";""
"639314000";"2223500";"3297";"4647.9";""
"640453000";"2223500";"3297";"4657.0";""
"641527000";"2223500";"3297";"4662.3";""
"642726000";"2223500";"3297";"4671.0";""
"643859000";"2223500";"3297";"4680.1";""
"644993000";"2206700";"3297";"4688.8";""
"646132000";"2206700";"3297";"4697.9";""
"647206000";"2206700";"3297";"4702.8";""
"648405000";"2206700";"3297";"4711.9";""
"649537000";"2206700";"3297";"4721.0";""
"650672000";"2206700";"3297";"4729.7";""
"651805000";"2223500";"3297";"4738.8";""
"652879000";"2223500";"3297";"4743.7";""
"654078000";"2223500";"3297";"4752.8";""
"655212000";"2223500";"3297";"4761.8";""
"656351000";"2223500";"3297";"4770.6";""
"657484000";"2223500";"3297";"4779.7";""
"658558000";"2223500";"3297";"4784.9";""
"659756000";"2106200";"3297";"4794.0";""
"660890000";"2106200";"3297";"4802.7";""
"662024000";"2106200";"3297";"4811.8";""
"663158000";"2106200";"3297";"4820.5";""
"664231000";"2106200";"3297";"4825.8";""
"665436000";"2106200";"3297";"4834.5";""
"666569000";"2206300";"3297";"4843.6";""
"667703000";"2206300";"3297";"4852.3";""
"668836000";"2206300";"3297";"4861.4";""
"669911000";"2206300";"3297";"4866.3";""
"671109000";"2206300";"3297";"4875.4";""
"672242000";"2206300";"3297";"4884.1";""
"673376000";"2208200";"3297";"4893.2";""
"674510000";"2208200";"3297";"4901.9";""
"675590000";"2208200";"3297";"4907.2";""
